order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
494185217,62015,8/13/2024 19:23,8/13/2024 19:28,5,4.11,On Time,Traffic
3209159169,6921,2/23/2023 12:31,2/23/2023 12:34,3,2.8,On Time,Traffic
9365778969,74304,10/20/2025 21:48,10/20/2025 21:45,-3,1.11,On Time,
9709173476,60966,5/15/2025 4:43,5/15/2025 4:46,3,1.8,On Time,Traffic
1736691823,77408,7/20/2024 1:57,7/20/2024 2:15,18,3.29,Significantly Delayed,Traffic
764690702,9265,3/21/2025 20:48,3/21/2025 20:45,-3,0.5,On Time,
7593471025,84898,7/17/2024 12:06,7/17/2024 12:21,15,2.68,Slightly Delayed,Traffic
9853270521,78321,2/13/2023 22:53,2/13/2023 22:52,-1,3.88,On Time,
4288529188,47827,8/23/2024 22:52,8/23/2024 22:51,-1,3.05,On Time,
3154879255,2877,7/10/2023 21:53,7/10/2023 21:57,4,1.57,On Time,Traffic
8120837867,32879,8/27/2023 12:07,8/27/2023 12:03,-4,0.59,On Time,
5408470302,18832,6/27/2024 1:38,6/27/2024 1:34,-4,0.59,On Time,
6346754924,43245,1/2/2025 0:40,1/2/2025 0:37,-3,2.28,On Time,
5731804243,90280,10/25/2023 20:36,10/25/2023 21:04,28,2.48,Significantly Delayed,Traffic
7619720404,93626,7/19/2024 15:21,7/19/2024 15:24,3,4.09,On Time,Traffic
1308703406,84000,3/31/2025 4:51,3/31/2025 4:55,4,3.84,On Time,Traffic
864738378,99140,1/10/2024 7:32,1/10/2024 7:31,-1,2.08,On Time,
9783493265,16060,9/29/2025 20:48,9/29/2025 20:46,-2,4.07,On Time,
2802500783,17057,6/9/2024 2:19,6/9/2024 2:14,-5,4.66,On Time,
8625144136,37791,12/20/2025 4:30,12/20/2025 4:52,22,1.37,Significantly Delayed,Traffic
1152931405,34746,12/13/2025 14:19,12/13/2025 14:19,0,3.15,On Time,
7480454899,54487,9/30/2024 11:58,9/30/2024 12:08,10,3.85,Slightly Delayed,Traffic
4395520324,3993,3/10/2023 12:30,3/10/2023 12:25,-5,1.62,On Time,
2754558974,97040,9/22/2024 0:17,9/22/2024 0:14,-3,1.63,On Time,
4650318593,18477,12/15/2023 11:53,12/15/2023 11:52,-1,4.8,On Time,
5572716475,74996,1/30/2024 9:26,1/30/2024 9:55,29,1.43,Significantly Delayed,Traffic
2734329324,41583,5/25/2023 20:18,5/25/2023 20:14,-4,2.51,On Time,
442836181,5354,7/31/2025 22:57,7/31/2025 23:01,4,4.14,On Time,Traffic
7312766372,59770,1/20/2023 10:02,1/20/2023 10:04,2,1.84,On Time,Traffic
7778959162,92223,11/11/2024 10:41,11/11/2024 10:56,15,2.47,Slightly Delayed,Traffic
4251165351,74687,10/24/2023 7:29,10/24/2023 7:31,2,2.25,On Time,Traffic
5848721367,34591,12/3/2023 6:04,12/3/2023 6:06,2,2.09,On Time,Traffic
6445426132,29449,7/5/2025 22:45,7/5/2025 22:49,4,1.31,On Time,Traffic
5530861970,35750,7/19/2025 15:30,7/19/2025 15:35,5,0.61,On Time,Traffic
5642505097,22019,12/14/2024 23:59,12/15/2024 0:11,12,2.72,Slightly Delayed,Traffic
7617232490,20396,10/18/2025 5:02,10/18/2025 5:00,-2,4,On Time,
1276965544,98670,12/17/2024 3:22,12/17/2024 3:34,12,4.62,Slightly Delayed,Traffic
4516640761,38390,10/19/2025 2:01,10/19/2025 2:04,3,0.61,On Time,Traffic
6511387030,70828,12/19/2023 4:06,12/19/2023 4:35,29,3.73,Significantly Delayed,Traffic
2181170344,98339,3/30/2023 2:52,3/30/2023 2:51,-1,3.37,On Time,
4053593539,92969,7/10/2025 12:33,7/10/2025 12:46,13,3.05,Slightly Delayed,Traffic
5550783056,75271,7/23/2024 3:03,7/23/2024 3:05,2,4.42,On Time,Traffic
8253247187,78257,5/2/2024 6:19,5/2/2024 6:15,-4,1.54,On Time,
9471369897,348,6/3/2023 7:18,6/3/2023 7:21,3,1.13,On Time,Traffic
1805960522,27598,8/7/2023 6:36,8/7/2023 6:32,-4,1.79,On Time,
9784099099,5725,7/6/2025 14:24,7/6/2025 14:37,13,4.1,Slightly Delayed,Traffic
2462223713,92828,7/23/2024 20:02,7/23/2024 20:11,9,3.13,Slightly Delayed,Traffic
9552378210,58803,5/3/2025 0:43,5/3/2025 0:48,5,4.4,On Time,Traffic
4235469622,35766,3/16/2024 5:31,3/16/2024 5:31,0,3.02,On Time,
4047652846,94551,1/12/2024 20:28,1/12/2024 20:32,4,2.39,On Time,Traffic
7072837767,29698,8/12/2024 7:24,8/12/2024 7:21,-3,2.24,On Time,
7723842506,34555,6/3/2025 16:48,6/3/2025 16:45,-3,0.57,On Time,
9407510150,36268,12/3/2025 15:43,12/3/2025 15:52,9,3.85,Slightly Delayed,Traffic
9691358310,88399,1/31/2024 19:51,1/31/2024 20:04,13,3.38,Slightly Delayed,Traffic
5632463145,24327,12/13/2024 15:27,12/13/2024 15:28,1,0.97,On Time,Traffic
5609812355,89634,12/13/2023 11:06,12/13/2023 11:17,11,2.66,Slightly Delayed,Traffic
5512617090,47322,8/15/2025 21:56,8/15/2025 21:55,-1,0.65,On Time,
1135946844,66236,1/16/2023 10:05,1/16/2023 10:01,-4,0.72,On Time,
3490318709,47536,10/27/2025 13:17,10/27/2025 13:25,8,2.27,Slightly Delayed,Traffic
4240075397,85605,9/11/2024 14:29,9/11/2024 14:44,15,2.79,Slightly Delayed,Traffic
1165968701,3332,5/2/2024 20:50,5/2/2024 20:47,-3,1.29,On Time,
7371412416,73740,11/11/2023 2:19,11/11/2023 2:29,10,4.72,Slightly Delayed,Traffic
9123807667,22358,8/25/2025 7:20,8/25/2025 7:25,5,2.34,On Time,Traffic
1896814539,53484,12/7/2024 2:35,12/7/2024 2:31,-4,3.2,On Time,
5944542618,2217,2/29/2024 22:29,2/29/2024 22:38,9,0.56,Slightly Delayed,Traffic
7850220688,21263,12/10/2024 19:19,12/10/2024 19:17,-2,0.69,On Time,
2082445000,60147,12/22/2024 1:47,12/22/2024 1:52,5,1.74,On Time,Traffic
9872882754,14365,10/24/2023 16:36,10/24/2023 16:34,-2,2.7,On Time,
745905638,29973,1/18/2023 20:25,1/18/2023 20:33,8,2.95,Slightly Delayed,Traffic
6961931889,13890,8/11/2023 6:48,8/11/2023 6:50,2,1.4,On Time,Traffic
9327078167,97288,5/2/2024 18:15,5/2/2024 18:37,22,2.36,Significantly Delayed,Traffic
1523418247,74820,2/16/2024 14:08,2/16/2024 14:04,-4,1.54,On Time,
9738626576,64217,12/7/2025 11:41,12/7/2025 11:59,18,4.5,Significantly Delayed,Traffic
5398212395,46730,12/18/2023 16:31,12/18/2023 16:33,2,1.31,On Time,Traffic
7615247922,96161,11/7/2023 4:04,11/7/2023 4:06,2,3.77,On Time,Traffic
2713503655,81874,8/13/2025 12:11,8/13/2025 12:11,0,3.88,On Time,
1097883787,26057,3/16/2025 19:55,3/16/2025 19:57,2,3.26,On Time,Traffic
4112138992,3584,3/24/2023 9:36,3/24/2023 9:35,-1,3.29,On Time,
447958473,27165,1/30/2023 23:28,1/30/2023 23:27,-1,1.68,On Time,
4175462915,86085,3/23/2024 20:05,3/23/2024 20:15,10,3.25,Slightly Delayed,Traffic
570864840,43708,1/24/2023 0:36,1/24/2023 0:39,3,3.74,On Time,Traffic
3417233457,13427,4/30/2023 1:18,4/30/2023 1:21,3,1.84,On Time,Traffic
7606407623,37556,12/23/2024 14:49,12/23/2024 14:44,-5,3.19,On Time,
1820626922,2000,11/6/2023 4:39,11/6/2023 4:59,20,3.31,Significantly Delayed,Traffic
2207921264,97329,2/24/2025 8:56,2/24/2025 9:01,5,4.97,On Time,Traffic
3592351289,62587,7/15/2024 17:31,7/15/2024 17:26,-5,3.94,On Time,
641900260,59781,9/10/2023 13:34,9/10/2023 13:39,5,3.89,On Time,Traffic
5419088751,35144,2/11/2023 21:55,2/11/2023 22:00,5,4.08,On Time,Traffic
1518594702,99292,10/2/2024 11:05,10/2/2024 11:05,0,1.53,On Time,
2783792053,88354,2/12/2025 4:29,2/12/2025 4:24,-5,1.94,On Time,
4925575033,2652,9/27/2024 9:46,9/27/2024 9:58,12,1.92,Slightly Delayed,Traffic
6575138807,96829,2/13/2025 2:43,2/13/2025 2:45,2,4.29,On Time,Traffic
4952229084,35214,11/6/2024 9:09,11/6/2024 9:15,6,1.02,Slightly Delayed,Traffic
437600598,98068,9/1/2024 2:53,9/1/2024 3:12,19,0.67,Significantly Delayed,Traffic
4707698745,57135,7/23/2024 20:26,7/23/2024 20:53,27,1.7,Significantly Delayed,Traffic
1301505930,62541,6/4/2025 11:09,6/4/2025 11:04,-5,3.49,On Time,
5104032854,66152,2/8/2023 7:26,2/8/2023 7:35,9,4.99,Slightly Delayed,Traffic
1553903197,10100,7/15/2025 3:29,7/15/2025 3:28,-1,2.1,On Time,
6067180060,64703,8/2/2023 3:57,8/2/2023 3:52,-5,3.11,On Time,
6726948264,66801,3/30/2025 22:00,3/30/2025 21:56,-4,3.47,On Time,
6368796957,54955,4/18/2024 7:24,4/18/2024 7:22,-2,3.65,On Time,
3267646051,76529,6/3/2024 21:31,6/3/2024 21:34,3,1.82,On Time,Traffic
71353233,43624,7/6/2024 3:18,7/6/2024 3:27,9,1.2,Slightly Delayed,Traffic
1026950968,50964,3/25/2023 16:46,3/25/2023 17:08,22,2.68,Significantly Delayed,Traffic
4001539738,39469,7/21/2023 21:40,7/21/2023 21:36,-4,0.6,On Time,
1219123415,39076,8/21/2023 18:43,8/21/2023 18:46,3,0.86,On Time,Traffic
845198818,61686,6/10/2023 15:39,6/10/2023 15:38,-1,1.14,On Time,
5663322312,95700,3/2/2024 19:44,3/2/2024 19:47,3,1.61,On Time,Traffic
5157790449,67860,9/20/2025 16:04,9/20/2025 16:02,-2,2.75,On Time,
1153387229,87534,1/7/2025 6:46,1/7/2025 6:42,-4,3.62,On Time,
435387759,92647,9/4/2024 5:01,9/4/2024 5:05,4,3.61,On Time,Traffic
6140700888,85723,6/2/2023 10:05,6/2/2023 10:14,9,4.5,Slightly Delayed,Traffic
7219459629,253,1/6/2025 21:01,1/6/2025 21:11,10,1.63,Slightly Delayed,Traffic
5365909345,44599,7/23/2024 20:11,7/23/2024 20:12,1,1.01,On Time,Traffic
2035482537,31787,10/12/2024 5:26,10/12/2024 5:31,5,3.59,On Time,Traffic
5501115321,52271,11/29/2023 13:19,11/29/2023 13:27,8,3.69,Slightly Delayed,Traffic
8584031989,67636,3/30/2023 22:50,3/30/2023 23:07,17,2.09,Significantly Delayed,Traffic
6942195530,3585,5/30/2025 3:58,5/30/2025 3:59,1,2.83,On Time,Traffic
1229717658,41017,3/13/2023 17:15,3/13/2023 17:18,3,2.59,On Time,Traffic
2454526825,9796,7/21/2023 19:14,7/21/2023 19:15,1,0.84,On Time,Traffic
1038289745,9978,7/31/2024 5:47,7/31/2024 5:53,6,4.03,Slightly Delayed,Traffic
9894509061,86863,2/17/2024 9:26,2/17/2024 9:21,-5,2.19,On Time,
7862264964,12271,6/3/2024 13:22,6/3/2024 13:19,-3,3.01,On Time,
5208676589,96420,6/19/2025 12:03,6/19/2025 12:18,15,3.46,Slightly Delayed,Traffic
2372792805,93459,7/30/2024 16:16,7/30/2024 16:17,1,1.48,On Time,Traffic
8044547460,28020,7/8/2024 22:21,7/8/2024 22:46,25,2.72,Significantly Delayed,Traffic
127953348,45024,3/14/2023 10:46,3/14/2023 10:50,4,3.42,On Time,Traffic
5411595707,29804,6/12/2025 16:26,6/12/2025 16:44,18,4.99,Significantly Delayed,Traffic
8195236385,55495,6/5/2024 6:13,6/5/2024 6:37,24,2.84,Significantly Delayed,Traffic
51767168,44161,2/26/2025 13:23,2/26/2025 13:24,1,3.2,On Time,Traffic
3356039880,55584,6/23/2025 0:04,6/22/2025 23:59,-5,4.06,On Time,
820517276,4591,7/27/2023 5:39,7/27/2023 5:35,-4,2.63,On Time,
3354870757,50808,5/16/2024 13:50,5/16/2024 13:48,-2,2.11,On Time,
7879608372,93086,7/2/2025 3:36,7/2/2025 3:39,3,4.69,On Time,Traffic
7457856964,12482,11/12/2024 17:43,11/12/2024 17:46,3,4.46,On Time,Traffic
4574110283,33892,9/23/2023 6:49,9/23/2023 6:48,-1,2.65,On Time,
9708127307,47345,10/7/2024 9:48,10/7/2024 9:59,11,0.9,Slightly Delayed,Traffic
20275600,63215,2/13/2025 11:52,2/13/2025 11:48,-4,2.43,On Time,
4861187240,5668,11/19/2023 2:01,11/19/2023 2:14,13,1.2,Slightly Delayed,Traffic
8222216295,61286,5/6/2025 1:31,5/6/2025 1:46,15,2.76,Slightly Delayed,Traffic
4943487215,26536,1/18/2025 7:39,1/18/2025 7:42,3,3.86,On Time,Traffic
5526400598,77104,5/16/2023 14:35,5/16/2023 14:37,2,3.82,On Time,Traffic
3075742139,90287,8/9/2023 2:33,8/9/2023 2:29,-4,1.4,On Time,
8617047967,99968,12/13/2025 22:05,12/13/2025 22:04,-1,1.39,On Time,
1402451692,30214,6/22/2025 8:43,6/22/2025 8:43,0,3.37,On Time,
9008182969,51996,7/8/2023 8:29,7/8/2023 8:32,3,4.47,On Time,Traffic
6772606524,38,10/12/2024 16:00,10/12/2024 16:20,20,2.5,Significantly Delayed,Traffic
9434853266,32827,12/21/2025 23:37,12/21/2025 23:36,-1,0.6,On Time,
9610474714,98860,8/3/2024 7:35,8/3/2024 7:40,5,1.59,On Time,Traffic
361071213,92811,3/14/2023 18:43,3/14/2023 19:05,22,2.4,Significantly Delayed,Traffic
3388858388,86031,2/16/2024 12:20,2/16/2024 12:20,0,0.7,On Time,
5776883920,66242,1/26/2024 22:26,1/26/2024 22:25,-1,1.72,On Time,
5053179468,9844,2/22/2023 12:20,2/22/2023 12:29,9,2.86,Slightly Delayed,Traffic
5014622006,79951,1/20/2025 23:07,1/20/2025 23:32,25,1.92,Significantly Delayed,Traffic
1600163907,89793,7/15/2023 11:52,7/15/2023 12:04,12,2.72,Slightly Delayed,Traffic
6808881597,38832,12/23/2025 14:37,12/23/2025 14:36,-1,2.77,On Time,
1347066782,53694,10/23/2023 12:14,10/23/2023 12:29,15,1.9,Slightly Delayed,Traffic
94107130,13989,4/10/2024 9:21,4/10/2024 9:22,1,1.32,On Time,Traffic
9828431505,5266,7/6/2024 4:29,7/6/2024 4:31,2,4.69,On Time,Traffic
6250330118,50500,6/12/2025 14:33,6/12/2025 14:39,6,0.82,Slightly Delayed,Traffic
1993338119,36970,7/24/2023 8:49,7/24/2023 8:46,-3,1.86,On Time,
2297985504,78415,4/2/2024 4:03,4/2/2024 4:05,2,1.56,On Time,Traffic
4596613736,95642,10/29/2023 6:55,10/29/2023 6:50,-5,2.22,On Time,
5261916435,22051,8/21/2025 3:52,8/21/2025 3:53,1,3.85,On Time,Traffic
4682676731,18898,10/19/2024 4:05,10/19/2024 4:00,-5,4.31,On Time,
5233610328,69656,9/8/2025 18:47,9/8/2025 18:55,8,0.61,Slightly Delayed,Traffic
9122561763,77046,1/5/2024 7:23,1/5/2024 7:51,28,2.71,Significantly Delayed,Traffic
5623611338,33905,8/31/2024 1:44,8/31/2024 1:47,3,2.43,On Time,Traffic
1731531302,40285,4/25/2025 7:49,4/25/2025 8:08,19,3.78,Significantly Delayed,Traffic
225885841,12916,8/22/2023 9:21,8/22/2023 9:28,7,4.83,Slightly Delayed,Traffic
7288876192,62463,6/25/2025 18:31,6/25/2025 18:39,8,2.9,Slightly Delayed,Traffic
9787779505,30563,6/8/2023 3:39,6/8/2023 3:37,-2,4.22,On Time,
8722555093,23262,8/18/2023 23:10,8/18/2023 23:11,1,2.65,On Time,Traffic
4569571290,27612,12/22/2025 16:30,12/22/2025 16:34,4,3.55,On Time,Traffic
7937876732,43755,2/15/2023 13:17,2/15/2023 13:23,6,0.68,Slightly Delayed,Traffic
8116628925,87580,2/8/2025 3:47,2/8/2025 3:46,-1,3.45,On Time,
1735206329,24213,8/5/2025 10:18,8/5/2025 10:16,-2,4.73,On Time,
2867170490,7959,1/7/2024 7:45,1/7/2024 7:49,4,3.77,On Time,Traffic
6462127297,19559,8/2/2023 21:52,8/2/2023 22:00,8,2.17,Slightly Delayed,Traffic
7055825450,72293,1/16/2023 19:45,1/16/2023 19:48,3,3.93,On Time,Traffic
8097332712,26223,4/25/2024 18:42,4/25/2024 18:47,5,1.42,On Time,Traffic
3508625020,62144,11/12/2023 8:08,11/12/2023 8:12,4,2.74,On Time,Traffic
7597733013,49431,3/31/2025 22:19,3/31/2025 22:15,-4,4.86,On Time,
9171917490,99868,2/22/2025 10:42,2/22/2025 10:39,-3,3.08,On Time,
7655933653,19398,3/11/2024 22:54,3/11/2024 23:01,7,3.95,Slightly Delayed,Traffic
9550814599,65851,6/29/2025 1:16,6/29/2025 1:37,21,4.3,Significantly Delayed,Traffic
9617733776,6155,8/10/2025 14:17,8/10/2025 14:17,0,1.36,On Time,
13645072,7904,2/24/2023 19:40,2/24/2023 19:40,0,3.31,On Time,
319292208,68109,9/8/2025 10:45,9/8/2025 10:40,-5,3.33,On Time,
2426259285,39152,7/14/2023 0:09,7/14/2023 0:27,18,2.96,Significantly Delayed,Traffic
961117297,76449,6/16/2023 16:35,6/16/2023 16:36,1,1.32,On Time,Traffic
7053795858,5529,10/5/2024 6:12,10/5/2024 6:08,-4,4.81,On Time,
8231639935,94838,9/19/2024 15:18,9/19/2024 15:28,10,1.46,Slightly Delayed,Traffic
8908183797,4372,1/11/2024 23:00,1/11/2024 23:08,8,0.72,Slightly Delayed,Traffic
2690310013,57554,6/20/2024 16:27,6/20/2024 16:30,3,2.05,On Time,Traffic
3986622687,47856,2/22/2025 18:30,2/22/2025 18:33,3,3.98,On Time,Traffic
5851120650,16392,1/30/2024 4:29,1/30/2024 4:45,16,2.69,Significantly Delayed,Traffic
1764878772,6712,3/11/2025 20:22,3/11/2025 20:26,4,3.55,On Time,Traffic
86740394,78837,12/11/2025 21:07,12/11/2025 21:09,2,4.85,On Time,Traffic
8321866666,61982,11/7/2025 19:09,11/7/2025 19:25,16,1.33,Significantly Delayed,Traffic
3633729333,81803,11/19/2023 8:11,11/19/2023 8:11,0,0.65,On Time,
5970285552,44749,2/9/2023 7:23,2/9/2023 7:26,3,4,On Time,Traffic
8142982090,10264,5/7/2023 6:28,5/7/2023 6:32,4,4.41,On Time,Traffic
3352821012,83446,12/16/2025 4:55,12/16/2025 4:57,2,0.78,On Time,Traffic
8802901813,75625,1/15/2024 16:50,1/15/2024 17:10,20,1.75,Significantly Delayed,Traffic
2188459089,56710,7/24/2023 12:29,7/24/2023 12:33,4,1.48,On Time,Traffic
8541622141,76129,11/1/2024 15:28,11/1/2024 15:57,29,4.37,Significantly Delayed,Traffic
2014875376,23540,6/25/2024 15:34,6/25/2024 15:32,-2,0.65,On Time,
530926346,95661,4/9/2024 1:46,4/9/2024 2:04,18,2.83,Significantly Delayed,Traffic
5943639702,69503,3/8/2023 4:05,3/8/2023 4:13,8,0.62,Slightly Delayed,Traffic
1922956500,34791,3/13/2025 19:31,3/13/2025 19:28,-3,2.64,On Time,
7311104472,67243,6/11/2024 19:53,6/11/2024 20:19,26,1.92,Significantly Delayed,Traffic
3693734554,59097,7/1/2024 0:47,7/1/2024 1:15,28,0.62,Significantly Delayed,Traffic
9296979252,56136,7/14/2023 21:43,7/14/2023 21:47,4,2.38,On Time,Traffic
3548526597,22173,8/23/2023 10:25,8/23/2023 10:24,-1,4.71,On Time,
4400544449,50089,7/9/2025 10:00,7/9/2025 10:08,8,4.17,Slightly Delayed,Traffic
3654534982,27762,7/26/2023 6:52,7/26/2023 7:14,22,4.42,Significantly Delayed,Traffic
7302242689,73851,12/9/2024 4:09,12/9/2024 4:26,17,1.85,Significantly Delayed,Traffic
8045972844,67490,10/16/2024 5:02,10/16/2024 5:20,18,3.25,Significantly Delayed,Traffic
8056717611,56451,12/24/2024 11:39,12/24/2024 11:36,-3,1.66,On Time,
3510329057,32863,1/3/2023 22:42,1/3/2023 22:48,6,4.7,Slightly Delayed,Traffic
6678956399,65624,11/26/2024 7:04,11/26/2024 7:09,5,2.39,On Time,Traffic
8318317710,30930,12/20/2023 3:31,12/20/2023 3:27,-4,1.54,On Time,
5698208569,14854,12/16/2023 13:15,12/16/2023 13:32,17,2.26,Significantly Delayed,Traffic
7726090540,7041,7/16/2025 20:09,7/16/2025 20:08,-1,2.09,On Time,
221419292,77371,3/28/2025 20:09,3/28/2025 20:13,4,1.47,On Time,Traffic
8225674203,36935,7/15/2025 11:34,7/15/2025 11:52,18,1.57,Significantly Delayed,Traffic
3647758633,71482,10/10/2024 15:11,10/10/2024 15:08,-3,2.83,On Time,
8536217803,11289,2/19/2023 14:56,2/19/2023 14:59,3,3.26,On Time,Traffic
5125498148,74402,12/8/2024 2:15,12/8/2024 2:21,6,3.21,Slightly Delayed,Traffic
5472800956,49438,3/25/2025 7:44,3/25/2025 7:43,-1,3.42,On Time,
7134213630,97765,5/2/2025 9:18,5/2/2025 9:14,-4,2.43,On Time,
1520142700,88434,2/27/2025 23:40,2/27/2025 23:38,-2,3.55,On Time,
8265503413,90845,5/28/2024 13:46,5/28/2024 14:00,14,4.84,Slightly Delayed,Traffic
4252989153,277,10/4/2024 17:31,10/4/2024 17:32,1,4.2,On Time,Traffic
2490783915,39728,4/9/2024 2:46,4/9/2024 2:45,-1,0.61,On Time,
6323669935,88293,3/23/2025 20:50,3/23/2025 20:46,-4,2.17,On Time,
6944993359,23167,10/31/2024 23:59,10/31/2024 23:55,-4,0.51,On Time,
8187763852,29408,6/22/2024 9:31,6/22/2024 9:33,2,4.95,On Time,Traffic
6328921823,93980,9/18/2024 20:22,9/18/2024 20:33,11,4.86,Slightly Delayed,Traffic
9051489316,22288,2/6/2023 15:26,2/6/2023 15:53,27,4.54,Significantly Delayed,Traffic
231072491,75397,1/3/2024 2:36,1/3/2024 2:36,0,1.7,On Time,
8593088960,36194,10/14/2024 7:04,10/14/2024 7:02,-2,2.23,On Time,
2961630058,37456,7/27/2025 4:34,7/27/2025 4:46,12,1.6,Slightly Delayed,Traffic
7390096898,50857,12/29/2025 7:57,12/29/2025 8:01,4,4.53,On Time,Traffic
3825407862,33363,1/31/2025 0:29,1/31/2025 0:31,2,1.28,On Time,Traffic
478519822,34871,12/6/2023 19:33,12/6/2023 19:28,-5,2,On Time,
8528610793,60878,5/26/2025 14:44,5/26/2025 14:49,5,2.52,On Time,Traffic
1609344095,99197,8/11/2023 6:12,8/11/2023 6:20,8,3.93,Slightly Delayed,Traffic
3954116140,90267,1/3/2025 15:38,1/3/2025 15:39,1,2.49,On Time,Traffic
1764800857,93641,4/7/2025 18:08,4/7/2025 18:11,3,0.77,On Time,Traffic
362320627,47814,1/4/2024 1:13,1/4/2024 1:09,-4,3.64,On Time,
2113084052,18203,1/12/2023 4:27,1/12/2023 4:56,29,3.06,Significantly Delayed,Traffic
5899504687,49583,6/9/2024 2:53,6/9/2024 2:53,0,0.74,On Time,
6395146895,46250,4/17/2024 1:50,4/17/2024 1:53,3,1.01,On Time,Traffic
4888944788,43153,8/7/2025 10:10,8/7/2025 10:08,-2,2.44,On Time,
784950636,95331,7/28/2023 7:22,7/28/2023 7:19,-3,3.66,On Time,
6574322672,3916,9/18/2023 11:00,9/18/2023 11:13,13,0.88,Slightly Delayed,Traffic
5246423137,40484,11/9/2023 0:21,11/9/2023 0:16,-5,1.18,On Time,
9313853656,60227,8/8/2025 11:33,8/8/2025 11:44,11,3.88,Slightly Delayed,Traffic
7532476659,19266,3/31/2024 23:41,3/31/2024 23:46,5,1.18,On Time,Traffic
6011442582,1298,2/13/2024 8:43,2/13/2024 9:10,27,1.95,Significantly Delayed,Traffic
1280960656,5198,11/14/2023 2:32,11/14/2023 3:00,28,2.67,Significantly Delayed,Traffic
5936975324,73025,10/8/2025 23:41,10/8/2025 23:46,5,2.56,On Time,Traffic
4705517094,92389,12/2/2024 2:36,12/2/2024 2:31,-5,1.77,On Time,
3339587805,35274,11/2/2024 16:30,11/2/2024 16:32,2,1.76,On Time,Traffic
4102656999,8742,8/12/2023 17:05,8/12/2023 17:02,-3,1.71,On Time,
2327991575,16926,12/13/2025 23:46,12/13/2025 23:45,-1,4.08,On Time,
4913170993,66847,7/22/2025 8:04,7/22/2025 8:09,5,3.03,On Time,Traffic
9725806102,16423,6/7/2024 21:58,6/7/2024 22:02,4,2.93,On Time,Traffic
2197712579,69388,8/8/2024 20:29,8/8/2024 20:31,2,2.46,On Time,Traffic
9003567431,51287,1/23/2024 9:34,1/23/2024 9:35,1,3.31,On Time,Traffic
8021207473,67714,2/25/2025 17:15,2/25/2025 17:11,-4,0.81,On Time,
4109283911,58109,4/3/2025 23:57,4/3/2025 23:52,-5,3.75,On Time,
5831919906,27798,11/24/2025 23:21,11/24/2025 23:19,-2,1.51,On Time,
9674511571,25646,2/19/2024 21:01,2/19/2024 21:02,1,4.71,On Time,Traffic
8293529536,41669,4/14/2024 11:25,4/14/2024 11:40,15,1.04,Slightly Delayed,Traffic
2499735146,54280,5/18/2023 19:16,5/18/2023 19:12,-4,4.15,On Time,
4064368286,97160,3/5/2025 12:48,3/5/2025 12:43,-5,4.34,On Time,
8949583535,65346,10/7/2024 18:13,10/7/2024 18:10,-3,3.71,On Time,
